tiempo,empuje
17:00:43.931,11.40305412710363
17:00:44.932,7.2638959317775695
17:00:45.933,141.17113553588675
17:00:46.935,44.18754188970333
17:00:47.936,40.74341730625195
17:00:48.943,7.580656485425186
17:00:49.949,29.011934162262488
17:00:50.956,114.92333340728139
17:00:51.957,111.22192687751848
17:00:52.978,122.33401708239943
17:00:53.983,112.47616974913512
17:00:54.984,94.92109865815004
17:00:55.998,67.29168767468012
17:00:57.012,115.67675289071713
17:00:58.013,46.77682041857421
17:00:59.027,98.49236293917002
17:01:00.034,85.7445735825516
17:01:01.045,94.30978746355977
17:01:02.046,105.95793328434576
17:01:03.052,101.75709568031712
17:01:04.063,146.3579205898906
17:01:05.067,11.972659199747248
17:01:06.070,69.322047917037
17:01:07.072,46.19319747149134
17:01:08.073,133.72617562342919
17:01:09.074,9.455644495485437
17:01:10.075,124.21722527995784
17:01:11.086,97.6080305807826
17:01:12.092,83.72909383630258
17:01:13.093,24.303108837426013
17:01:14.104,49.97506258099548
17:01:15.112,91.86763090077889
17:01:16.121,124.59905268308785
17:01:17.124,113.87495042918388
17:01:18.128,32.48110115594603
17:01:19.129,2.8925354668953682
17:01:20.134,47.40599496442954
17:01:21.143,62.64237983764151
17:01:22.143,96.73380699225925
17:01:23.144,125.19035473185305
